date,average,trend,averageUnc,trendUnc,year,month
2002.5,316.85,316.88,0.14,0.13,2002,5
2002.6,316.83,316.92,0.14,0.13,2002,6
2002.7,316.82,316.95,0.14,0.14,2002,7
2002.8,316.82,316.99,0.14,0.14,2002,8
2002.9,316.87,317.03,0.14,0.14,2002,9
2002.10,316.99,317.08,0.15,0.15,2002,10
2002.11,317.13,317.13,0.16,0.15,2002,11
2002.12,317.24,317.18,0.16,0.15,2002,12
2003.1,317.29,317.24,0.16,0.15,2003,1
2003.2,317.34,317.3,0.16,0.15,2003,2
2003.3,317.4,317.37,0.16,0.15,2003,3
2003.4,317.47,317.43,0.16,0.15,2003,4
2003.5,317.51,317.51,0.15,0.15,2003,5
2003.6,317.53,317.58,0.15,0.14,2003,6
2003.7,317.57,317.65,0.15,0.14,2003,7
2003.8,317.63,317.72,0.15,0.14,2003,8
2003.9,317.76,317.79,0.15,0.14,2003,9
2003.10,317.93,317.86,0.15,0.13,2003,10
2003.11,318.04,317.92,0.15,0.13,2003,11
2003.12,318.11,317.98,0.15,0.13,2003,12
2004.1,318.18,318.04,0.14,0.13,2004,1
2004.2,318.2,318.09,0.15,0.13,2004,2
2004.3,318.17,318.14,0.15,0.13,2004,3
2004.4,318.14,318.18,0.15,0.13,2004,4
2004.5,318.14,318.23,0.15,0.13,2004,5
2004.6,318.13,318.27,0.15,0.13,2004,6
2004.7,318.14,318.31,0.14,0.14,2004,7
2004.8,318.17,318.35,0.14,0.14,2004,8
2004.9,318.23,318.39,0.15,0.14,2004,9
2004.10,318.34,318.43,0.15,0.14,2004,10
2004.11,318.56,318.47,0.15,0.14,2004,11
2004.12,318.77,318.52,0.15,0.13,2004,12
2005.1,318.87,318.57,0.15,0.13,2005,1
2005.2,318.89,318.62,0.15,0.13,2005,2
2005.3,318.87,318.67,0.15,0.13,2005,3
2005.4,318.79,318.74,0.14,0.13,2005,4
2005.5,318.66,318.8,0.14,0.13,2005,5
2005.6,318.59,318.87,0.14,0.13,2005,6
2005.7,318.65,318.95,0.14,0.13,2005,7
2005.8,318.77,319.03,0.14,0.13,2005,8
2005.9,318.9,319.11,0.14,0.13,2005,9
2005.10,319.1,319.2,0.14,0.12,2005,10
2005.11,319.36,319.28,0.13,0.12,2005,11
2005.12,319.58,319.36,0.13,0.12,2005,12
2006.1,319.73,319.44,0.13,0.12,2006,1
2006.2,319.8,319.52,0.13,0.12,2006,2
2006.3,319.77,319.59,0.13,0.12,2006,3
2006.4,319.7,319.66,0.13,0.12,2006,4
2006.5,319.68,319.73,0.14,0.12,2006,5
2006.6,319.66,319.79,0.14,0.12,2006,6
2006.7,319.63,319.84,0.14,0.12,2006,7
2006.8,319.67,319.89,0.13,0.12,2006,8
2006.9,319.82,319.94,0.13,0.12,2006,9
2006.10,320.0,319.98,0.13,0.13,2006,10
2006.11,320.16,320.02,0.14,0.13,2006,11
2006.12,320.26,320.07,0.14,0.13,2006,12
2007.1,320.35,320.11,0.14,0.13,2007,1
2007.2,320.38,320.16,0.14,0.14,2007,2
2007.3,320.28,320.21,0.14,0.14,2007,3
2007.4,320.18,320.27,0.14,0.14,2007,4
2007.5,320.22,320.33,0.15,0.14,2007,5
2007.6,320.25,320.4,0.15,0.14,2007,6
2007.7,320.18,320.48,0.15,0.14,2007,7
2007.8,320.22,320.56,0.15,0.14,2007,8
2007.9,320.45,320.65,0.14,0.14,2007,9
2007.10,320.73,320.75,0.14,0.14,2007,10
2007.11,320.95,320.84,0.14,0.13,2007,11
2007.12,321.15,320.94,0.15,0.13,2007,12
2008.1,321.33,321.04,0.15,0.14,2008,1
2008.2,321.39,321.14,0.15,0.14,2008,2
2008.3,321.39,321.23,0.15,0.14,2008,3
2008.4,321.39,321.32,0.15,0.14,2008,4
2008.5,321.43,321.41,0.16,0.14,2008,5
2008.6,321.45,321.49,0.16,0.15,2008,6
2008.7,321.42,321.57,0.16,0.15,2008,7
2008.8,321.39,321.64,0.16,0.15,2008,8
2008.9,321.48,321.71,0.16,0.15,2008,9
2008.10,321.65,321.77,0.16,0.15,2008,10
2008.11,321.8,321.83,0.16,0.15,2008,11
2008.12,321.97,321.88,0.16,0.15,2008,12
2009.1,322.21,321.94,0.16,0.14,2009,1
2009.2,322.35,321.99,0.15,0.14,2009,2
2009.3,322.27,322.04,0.14,0.13,2009,3
2009.4,322.1,322.09,0.14,0.13,2009,4
2009.5,321.98,322.15,0.14,0.13,2009,5
2009.6,321.95,322.21,0.14,0.12,2009,6
2009.7,322.02,322.27,0.14,0.12,2009,7
2009.8,322.14,322.33,0.14,0.12,2009,8
2009.9,322.3,322.4,0.14,0.12,2009,9
2009.10,322.51,322.47,0.14,0.12,2009,10
2009.11,322.7,322.55,0.13,0.12,2009,11
2009.12,322.84,322.63,0.13,0.12,2009,12
2010.1,322.91,322.71,0.14,0.12,2010,1
2010.2,322.93,322.8,0.14,0.12,2010,2
2010.3,322.94,322.88,0.14,0.12,2010,3
2010.4,322.97,322.97,0.14,0.13,2010,4
2010.5,323.01,323.06,0.14,0.13,2010,5
2010.6,323.01,323.15,0.14,0.13,2010,6
2010.7,323.03,323.25,0.14,0.13,2010,7
2010.8,323.1,323.34,0.14,0.13,2010,8
2010.9,323.26,323.43,0.14,0.13,2010,9
2010.10,323.51,323.53,0.14,0.13,2010,10
2010.11,323.76,323.62,0.15,0.14,2010,11
2010.12,323.94,323.71,0.15,0.14,2010,12
2011.1,324.04,323.8,0.15,0.14,2011,1
2011.2,324.08,323.88,0.15,0.14,2011,2
2011.3,324.08,323.96,0.14,0.14,2011,3
2011.4,324.06,324.04,0.14,0.14,2011,4
2011.5,324.05,324.12,0.14,0.14,2011,5
2011.6,324.05,324.2,0.14,0.13,2011,6
2011.7,324.06,324.27,0.14,0.13,2011,7
2011.8,324.1,324.35,0.14,0.13,2011,8
2011.9,324.24,324.42,0.14,0.13,2011,9
2011.10,324.45,324.49,0.14,0.13,2011,10
2011.11,324.63,324.55,0.14,0.13,2011,11
2011.12,324.77,324.62,0.14,0.13,2011,12
2012.1,324.9,324.69,0.14,0.13,2012,1
2012.2,324.97,324.75,0.14,0.13,2012,2
2012.3,324.96,324.81,0.14,0.13,2012,3
2012.4,324.92,324.88,0.13,0.13,2012,4
2012.5,324.9,324.94,0.13,0.13,2012,5
2012.6,324.86,325.01,0.14,0.13,2012,6
2012.7,324.87,325.08,0.14,0.13,2012,7
2012.8,324.97,325.15,0.14,0.13,2012,8
2012.9,325.12,325.21,0.14,0.13,2012,9
2012.10,325.28,325.28,0.14,0.13,2012,10
2012.11,325.43,325.35,0.14,0.13,2012,11
2012.12,325.53,325.43,0.14,0.13,2012,12
2013.1,325.58,325.5,0.14,0.13,2013,1
2013.2,325.62,325.57,0.14,0.13,2013,2
2013.3,325.68,325.65,0.13,0.13,2013,3
2013.4,325.74,325.72,0.13,0.13,2013,4
2013.5,325.81,325.8,0.13,0.13,2013,5
2013.6,325.89,325.88,0.13,0.13,2013,6
2013.7,325.95,325.96,0.14,0.13,2013,7
2013.8,325.98,326.05,0.14,0.12,2013,8
2013.9,326.05,326.14,0.14,0.12,2013,9
2013.10,326.2,326.23,0.14,0.12,2013,10
2013.11,326.37,326.32,0.14,0.12,2013,11
2013.12,326.51,326.42,0.13,0.12,2013,12
2014.1,326.61,326.52,0.14,0.12,2014,1
2014.2,326.66,326.62,0.13,0.12,2014,2
2014.3,326.72,326.72,0.13,0.12,2014,3
2014.4,326.79,326.83,0.13,0.12,2014,4
2014.5,326.82,326.94,0.13,0.12,2014,5
2014.6,326.89,327.04,0.13,0.12,2014,6
2014.7,327.03,327.15,0.14,0.12,2014,7
2014.8,327.18,327.26,0.14,0.12,2014,8
2014.9,327.33,327.37,0.14,0.12,2014,9
2014.10,327.52,327.47,0.13,0.12,2014,10
2014.11,327.71,327.57,0.13,0.12,2014,11
2014.12,327.87,327.67,0.13,0.12,2014,12
2015.1,327.99,327.76,0.13,0.12,2015,1
2015.2,328.05,327.85,0.13,0.12,2015,2
2015.3,328.04,327.94,0.13,0.12,2015,3
2015.4,327.97,328.02,0.13,0.12,2015,4
2015.5,327.92,328.1,0.13,0.11,2015,5
2015.6,327.96,328.18,0.12,0.11,2015,6
2015.7,328.04,328.25,0.12,0.11,2015,7
2015.8,328.12,328.33,0.12,0.11,2015,8
2015.9,328.24,328.4,0.11,0.11,2015,9
2015.10,328.42,328.46,0.12,0.11,2015,10
2015.11,328.61,328.53,0.12,0.11,2015,11
2015.12,328.77,328.59,0.12,0.11,2015,12
2016.1,328.87,328.65,0.12,0.11,2016,1
2016.2,328.9,328.71,0.12,0.11,2016,2
2016.3,328.88,328.76,0.12,0.11,2016,3
2016.4,328.87,328.81,0.12,0.11,2016,4
2016.5,328.9,328.87,0.12,0.11,2016,5
2016.6,328.91,328.92,0.12,0.11,2016,6
2016.7,328.84,328.97,0.12,0.11,2016,7
2016.8,328.78,329.02,0.12,0.11,2016,8
2016.9,328.85,329.08,0.13,0.11,2016,9
2016.10,329.04,329.13,0.13,0.11,2016,10
2016.11,329.22,329.19,0.12,0.11,2016,11
2016.12,329.35,329.25,0.13,0.12,2016,12
2017.1,329.46,329.31,0.14,0.12,2017,1
2017.2,329.52,329.37,0.14,0.12,2017,2
2017.3,329.53,329.44,0.14,0.12,2017,3
2017.4,329.53,329.51,0.14,0.13,2017,4
2017.5,329.52,329.59,0.14,0.13,2017,5
2017.6,329.58,329.67,0.14,0.13,2017,6
2017.7,329.7,329.76,0.14,0.14,2017,7
2017.8,329.79,329.85,0.14,0.14,2017,8
2017.9,329.87,329.94,0.14,0.14,2017,9
2017.10,330.01,330.04,0.14,0.14,2017,10
2017.11,330.15,330.14,0.14,0.14,2017,11
2017.12,330.29,330.24,0.15,0.14,2017,12
2018.1,330.45,330.35,0.15,0.14,2018,1
2018.2,330.6,330.45,0.15,0.14,2018,2
2018.3,330.69,330.56,0.15,0.14,2018,3
2018.4,330.71,330.66,0.15,0.14,2018,4
2018.5,330.7,330.77,0.14,0.14,2018,5
2018.6,330.7,330.87,0.14,0.14,2018,6
2018.7,330.74,330.97,0.15,0.14,2018,7
2018.8,330.87,331.07,0.15,0.14,2018,8
2018.9,331.07,331.17,0.15,0.13,2018,9
2018.10,331.28,331.25,0.14,0.13,2018,10
2018.11,331.48,331.34,0.13,0.13,2018,11
2018.12,331.68,331.42,0.13,0.12,2018,12
2019.1,331.79,331.5,0.13,0.12,2019,1
2019.2,331.75,331.57,0.13,0.12,2019,2
2019.3,331.67,331.63,0.13,0.12,2019,3
2019.4,331.62,331.7,0.13,0.12,2019,4
2019.5,331.64,331.77,0.13,0.12,2019,5
2019.6,331.73,331.84,0.13,0.12,2019,6
2019.7,331.85,331.91,0.13,0.12,2019,7
2019.8,331.89,331.98,0.13,0.12,2019,8
2019.9,331.93,332.06,0.14,0.12,2019,9
2019.10,332.08,332.14,0.14,0.13,2019,10
2019.11,332.27,332.23,0.14,0.13,2019,11
2019.12,332.42,332.32,0.14,0.13,2019,12
2020.1,332.52,332.42,0.15,0.13,2020,1
2020.2,332.58,332.52,0.14,0.13,2020,2
2020.3,332.64,332.63,0.14,0.13,2020,3
2020.4,332.72,332.74,0.14,0.13,2020,4
2020.5,332.79,332.85,0.14,0.13,2020,5
2020.6,332.89,332.97,0.14,0.13,2020,6
2020.7,333.04,333.08,0.14,0.13,2020,7
2020.8,333.17,333.2,0.14,0.13,2020,8
2020.9,333.27,333.32,0.14,0.13,2020,9
2020.10,333.43,333.43,0.15,0.13,2020,10
2020.11,333.63,333.54,0.15,0.13,2020,11
2020.12,333.8,333.65,0.15,0.12,2020,12
2021.1,333.92,333.76,0.14,0.12,2021,1
2021.2,334.0,333.87,0.13,0.12,2021,2
2021.3,334.05,333.97,0.13,0.12,2021,3
2021.4,334.1,334.07,0.13,0.12,2021,4
2021.5,334.14,334.18,0.13,0.12,2021,5
2021.6,334.16,334.28,0.13,0.12,2021,6
2021.7,334.18,334.39,0.13,0.12,2021,7
2021.8,334.27,334.5,0.13,0.13,2021,8
2021.9,334.44,334.61,0.13,0.12,2021,9
2021.10,334.64,334.72,0.13,0.12,2021,10
2021.11,334.87,334.83,0.13,0.12,2021,11
2021.12,335.08,334.94,0.14,0.12,2021,12
2022.1,335.26,335.06,0.14,0.12,2022,1
2022.2,335.35,335.17,0.14,0.12,2022,2
2022.3,335.41,335.27,0.14,0.12,2022,3
2022.4,335.47,335.38,0.14,0.12,2022,4
2022.5,335.48,335.49,0.14,0.12,2022,5
2022.6,335.5,335.6,0.14,0.12,2022,6
2022.7,335.56,335.7,0.13,0.12,2022,7
2022.8,335.65,335.81,0.13,0.12,2022,8
2022.9,335.77,335.91,0.13,0.12,2022,9
2022.10,335.94,336.01,0.13,0.12,2022,10
2022.11,336.15,336.1,0.13,0.12,2022,11
2022.12,336.35,336.2,0.13,0.13,2022,12
2023.1,336.47,336.29,0.13,0.13,2023,1
2023.2,336.53,336.38,-9.99,-9.99,2023,2
2023.3,336.58,336.47,-9.99,-9.99,2023,3
2023.4,336.58,336.57,-9.99,-9.99,2023,4
2023.5,336.58,336.66,-9.99,-9.99,2023,5
2023.6,336.61,336.76,-9.99,-9.99,2023,6
2023.7,336.66,336.85,-9.99,-9.99,2023,7
